Open time,Volume,Open,High,Low,Close,minute,midpoint_drift,trade_side
2021-04-07 11:34:00,16771378.379392888,55882.0,56018.5,55861.0,55881.5,2021-04-07 11:34:00,52.39999999999418,SELL
2021-04-07 11:35:00,15407962.99607014,55881.5,56006.0,55850.0,56006.0,2021-04-07 11:35:00,65.10000000000582,BUY
2021-04-07 11:36:00,8846497.503639141,56006.0,56075.0,56005.49,56038.49,2021-04-07 11:36:00,-110.2100000000064,BUY
2021-04-07 11:37:00,5931328.805454151,56038.49,56038.5,55881.49,55882.01,2021-04-07 11:37:00,-3.5799999999944703,SELL
2021-04-07 11:38:00,24761385.431155547,55882.01,56027.0,55800.5,56027.0,2021-04-07 11:38:00,200.1800000000003,BUY
2021-04-07 11:39:00,12994844.823811822,56027.0,56160.0,56026.5,56101.0,2021-04-07 11:39:00,-1.9700000000011642,BUY
2021-04-07 11:40:00,2961507.3535669902,56101.0,56148.0,56100.5,56148.0,2021-04-07 11:40:00,15.189999999995052,BUY
2021-04-07 11:41:00,7669176.09010989,56148.0,56180.0,56120.0,56163.0,2021-04-07 11:41:00,77.93500000000495,BUY
2021-04-07 11:42:00,1931304.75554602,56163.0,56179.51,56162.98,56179.49,2021-04-07 11:42:00,-79.67500000000291,BUY
2021-04-07 11:43:00,6402261.04614527,56179.49,56218.0,56110.5,56132.5,2021-04-07 11:43:00,35.775000000001455,SELL
2021-04-07 11:44:00,3287108.8226270704,56132.5,56161.5,56131.98,56132.99,2021-04-07 11:44:00,-162.98500000000058,BUY
2021-04-07 11:45:00,8030469.26743573,56132.99,56132.99,55974.99,55975.5,2021-04-07 11:45:00,-115.8949999999968,SELL
2021-04-07 11:46:00,9059067.38760344,55975.5,55975.51,55855.0,55917.51,2021-04-07 11:46:00,199.6649999999936,SELL
2021-04-07 11:47:00,3419677.9726293697,55917.51,56169.5,55917.49,56169.49,2021-04-07 11:47:00,31.80000000000291,BUY
2021-04-07 11:48:00,9905462.2482665,56169.49,56169.5,56003.0,56003.0,2021-04-07 11:48:00,-147.52999999999884,SELL
2021-04-07 11:49:00,10240418.08889189,56003.0,56024.0,55960.99,56012.0,2021-04-07 11:49:00,147.11000000000058,BUY
2021-04-07 11:50:00,4763721.4595324,56012.0,56131.0,56012.0,56101.5,2021-04-07 11:50:00,-7.654999999998836,BUY
2021-04-07 11:51:00,1728786.44364079,56101.5,56132.5,56100.5,56132.5,2021-04-07 11:51:00,52.53500000000349,BUY
2021-04-07 11:52:00,2126412.49169852,56132.5,56188.5,56132.0,56188.5,2021-04-07 11:52:00,18.969999999993888,BUY
2021-04-07 11:53:00,4551320.456628339,56188.5,56200.5,56122.5,56151.5,2021-04-07 11:53:00,-1.6699999999982538,SELL
2021-04-07 11:54:00,2294178.37951954,56151.5,56218.0,56151.5,56218.0,2021-04-07 11:54:00,29.169999999998254,BUY
2021-04-07 11:55:00,2620117.91863858,56218.0,56249.0,56218.0,56249.0,2021-04-07 11:55:00,39.04000000000087,BUY
2021-04-07 11:56:00,2020178.3439957,56249.0,56249.0,56209.5,56209.5,2021-04-07 11:56:00,-28.084999999999127,SELL
2021-04-07 11:57:00,2277400.68957928,56209.5,56241.0,56195.5,56227.0,2021-04-07 11:57:00,28.095000000001164,BUY
2021-04-07 11:58:00,1897397.55917399,56227.0,56283.0,56227.0,56283.0,2021-04-07 11:58:00,-8.87999999999738,BUY
2021-04-07 11:59:00,2246523.27956877,56283.0,56283.0,56258.5,56279.5,2021-04-07 11:59:00,75.80499999999302,SELL
2021-04-07 12:00:00,2884178.63067651,56279.5,56330.0,56278.99,56329.49,2021-04-07 12:00:00,-105.59500000000116,BUY
2021-04-07 12:01:00,12492517.06099982,56329.49,56330.0,56195.5,56224.5,2021-04-07 12:01:00,-24.94999999999709,SELL
2021-04-07 12:02:00,7472695.40056066,56224.5,56225.0,56132.0,56142.5,2021-04-07 12:02:00,-46.919999999998254,SELL
2021-04-07 12:03:00,3645133.387331,56142.5,56164.0,56132.0,56132.5,2021-04-07 12:03:00,-19.459999999999127,SELL
2021-04-07 12:04:00,1282780.70965037,56132.5,56156.0,56132.0,56155.5,2021-04-07 12:04:00,-2.3100000000049477,BUY
2021-04-07 12:05:00,1901633.28876424,56155.5,56156.0,56131.99,56132.0,2021-04-07 12:05:00,-6.349999999998545,SELL
2021-04-07 12:06:00,1823031.22972323,56132.0,56132.5,56100.49,56100.49,2021-04-07 12:06:00,-87.20499999999447,SELL
2021-04-07 12:07:00,1859164.04733012,56100.49,56101.0,56069.49,56069.49,2021-04-07 12:07:00,34.36499999999796,SELL
2021-04-07 12:08:00,3824709.13475003,56069.49,56070.0,56038.0,56038.5,2021-04-07 12:08:00,47.37999999999738,SELL
2021-04-07 12:09:00,5217666.71459727,56038.5,56132.5,56038.0,56121.0,2021-04-07 12:09:00,77.36000000000058,BUY
2021-04-07 12:10:00,2826795.58946382,56121.0,56189.5,56120.99,56189.48,2021-04-07 12:10:00,-200.86000000000058,BUY
2021-04-07 12:11:00,7523134.40658836,56189.48,56189.49,55974.99,55975.5,2021-04-07 12:11:00,-128.52500000000146,SELL
2021-04-07 12:12:00,11098162.93528212,55975.5,55975.5,55850.0,55881.5,2021-04-07 12:12:00,21.06500000000233,SELL
2021-04-07 12:13:00,10309225.07774753,55881.5,55913.0,55786.0,55786.0,2021-04-07 12:13:00,-121.59000000000378,SELL
2021-04-07 12:14:00,7223137.31222036,55786.0,55850.5,55776.5,55789.5,2021-04-07 12:14:00,112.43000000000757,BUY
2021-04-07 12:15:00,8510760.40325612,55789.5,55913.0,55789.5,55913.0,2021-04-07 12:15:00,15.599999999998545,BUY
2021-04-07 12:16:00,8256270.68401243,55913.0,55990.49,55881.49,55912.5,2021-04-07 12:16:00,-205.1400000000067,SELL
2021-04-07 12:17:00,17095257.362477623,55912.5,55912.5,55705.0,55882.0,2021-04-07 12:17:00,420.8500000000058,SELL
2021-04-07 12:18:00,10865238.29515653,55882.0,56178.5,55850.01,56178.0,2021-04-07 12:18:00,80.55000000000291,BUY
2021-04-07 12:19:00,11319779.67926563,56178.0,56298.0,56178.0,56195.5,2021-04-07 12:19:00,-1.9950000000026193,BUY
2021-04-07 12:20:00,1687151.8179552,56195.5,56240.0,56195.49,56239.99,2021-04-07 12:20:00,22.55500000000029,BUY
2021-04-07 12:21:00,4289276.59070401,56239.99,56253.5,56163.5,56164.0,2021-04-07 12:21:00,-129.38999999999942,SELL
2021-04-07 12:22:00,6334256.66360429,56164.0,56169.0,56100.5,56132.0,2021-04-07 12:22:00,-11.785000000003492,SELL
2021-04-07 12:23:00,4062307.4426037297,56132.0,56132.5,56069.5,56132.5,2021-04-07 12:23:00,-88.33999999999651,BUY
2021-04-07 12:24:00,3447871.174311,56132.5,56132.5,56007.5,56038.5,2021-04-07 12:24:00,65.97000000000116,SELL
2021-04-07 12:25:00,5970987.1865211995,56038.5,56132.5,55983.5,56132.5,2021-04-07 12:25:00,219.36499999999796,BUY
2021-04-07 12:26:00,6860175.759523461,56132.5,56294.0,56132.0,56240.5,2021-04-07 12:26:00,-88.68000000000029,BUY
2021-04-07 12:27:00,2994218.50065029,56240.5,56241.0,56177.5,56209.5,2021-04-07 12:27:00,34.599999999998545,SELL
2021-04-07 12:28:00,3020624.20583463,56209.5,56259.0,56209.5,56227.0,2021-04-07 12:28:00,-71.4800000000032,BUY
2021-04-07 12:29:00,5558222.60476594,56227.0,56227.5,56163.5,56164.0,2021-04-07 12:29:00,-0.7900000000008731,SELL
2021-04-07 12:30:00,2171653.16106955,56164.0,56196.0,56163.99,56196.0,2021-04-07 12:30:00,92.06000000000495,BUY
2021-04-07 12:31:00,6735464.96835489,56196.0,56259.0,56132.0,56259.0,2021-04-07 12:31:00,3.9550000000017462,BUY
2021-04-07 12:32:00,2328016.71716204,56259.0,56263.5,56258.5,56263.5,2021-04-07 12:32:00,-12.930000000000291,BUY
2021-04-07 12:33:00,173012.84474077,56263.5,56263.5,56258.96,56258.97,2021-04-07 12:33:00,17.974999999998545,SELL
2021-04-07 12:34:00,1295512.60590761,56258.97,56259.0,56255.5,56256.0,2021-04-07 12:34:00,14.705000000001746,SELL
2021-04-07 12:35:00,1991806.81631693,56256.0,56279.5,56255.49,56279.5,2021-04-07 12:35:00,-36.13500000000204,BUY
2021-04-07 12:36:00,7195119.36718001,56279.5,56290.5,56227.0,56258.5,2021-04-07 12:36:00,49.98999999999796,SELL
2021-04-07 12:37:00,4213728.46159376,56258.5,56290.5,56227.0,56290.5,2021-04-07 12:37:00,-15.580000000001746,BUY
2021-04-07 12:38:00,1257676.77548836,56290.5,56295.0,56290.0,56290.0,2021-04-07 12:38:00,31.19000000000233,SELL
2021-04-07 12:39:00,1933971.92061542,56290.0,56329.55,56290.0,56329.02,2021-04-07 12:39:00,119.21499999999651,BUY
2021-04-07 12:40:00,9498516.450477531,56329.02,56472.0,56329.0,56449.0,2021-04-07 12:40:00,62.66000000000349,BUY
2021-04-07 12:41:00,9699482.41099638,56449.0,56454.0,56417.0,56450.0,2021-04-07 12:41:00,-61.43499999999767,BUY
2021-04-07 12:42:00,3393853.92782736,56450.0,56450.0,56417.0,56417.5,2021-04-07 12:42:00,-43.029999999998836,SELL
2021-04-07 12:43:00,4236876.69540032,56417.5,56417.5,56357.0,56361.0,2021-04-07 12:43:00,14.369999999995343,SELL
2021-04-07 12:44:00,3336341.24339741,56361.0,56411.5,56361.0,56411.5,2021-04-07 12:44:00,16.260000000002037,BUY
2021-04-07 12:45:00,785843.1625847099,56411.5,56417.49,56411.47,56417.48,2021-04-07 12:45:00,-59.299999999995634,BUY
2021-04-07 12:46:00,9218998.61363073,56417.48,56417.5,56219.5,56290.5,2021-04-07 12:46:00,-51.60000000000582,SELL
2021-04-07 12:47:00,219055.64845751,56290.5,56290.55,56289.97,56290.54,2021-04-07 12:47:00,35.75,BUY
2021-04-07 12:48:00,2674295.21728523,56290.54,56354.0,56290.5,56353.5,2021-04-07 12:48:00,111.77000000000407,BUY
2021-04-07 12:49:00,4659745.355384669,56353.5,56438.5,56353.5,56423.0,2021-04-07 12:49:00,31.609999999993306,BUY
2021-04-07 12:50:00,4202407.65232026,56423.0,56474.0,56417.0,56474.0,2021-04-07 12:50:00,2.460000000006403,BUY
2021-04-07 12:51:00,3524774.16808026,56474.0,56477.0,56474.0,56475.0,2021-04-07 12:51:00,18.589999999996508,BUY
2021-04-07 12:52:00,1583358.90023322,56475.0,56485.0,56475.0,56484.5,2021-04-07 12:52:00,-9.389999999999418,BUY
2021-04-07 12:53:00,4144624.25130009,56484.5,56484.5,56481.0,56481.0,2021-04-07 12:53:00,39.83999999999651,SELL
2021-04-07 12:54:00,3532424.73590529,56481.0,56500.0,56481.0,56500.0,2021-04-07 12:54:00,37.92000000000553,BUY
2021-04-07 12:55:00,1694810.8763791,56500.0,56515.5,56500.0,56513.5,2021-04-07 12:55:00,-22.529999999998836,BUY
2021-04-07 12:56:00,205075.31088154,56513.5,56513.54,56512.99,56513.01,2021-04-07 12:56:00,19.5,SELL
2021-04-07 12:57:00,8194016.65860172,56513.01,56545.5,56513.0,56520.5,2021-04-07 12:57:00,38.19999999999709,BUY
2021-04-07 12:58:00,1848375.21591202,56520.5,56545.0,56520.5,56523.5,2021-04-07 12:58:00,-53.73999999999796,BUY
2021-04-07 12:59:00,1300342.1476382,56523.5,56523.5,56513.0,56513.0,2021-04-07 12:59:00,-24.989999999997963,SELL
2021-04-07 13:00:00,3457682.4989418797,56513.0,56525.5,56469.5,56469.5,2021-04-07 13:00:00,-72.68000000000757,SELL
2021-04-07 13:01:00,3799907.45329104,56469.5,56470.0,56417.0,56417.0,2021-04-07 13:01:00,23.49000000000524,SELL
2021-04-07 13:02:00,5593005.0063524395,56417.0,56449.5,56385.5,56449.5,2021-04-07 13:02:00,27.43000000000029,BUY
2021-04-07 13:03:00,2624252.99153825,56449.5,56500.01,56449.0,56500.01,2021-04-07 13:03:00,91.30999999999767,BUY
2021-04-07 13:04:00,3246994.47919884,56500.01,56594.0,56499.5,56594.0,2021-04-07 13:04:00,-8.439999999995052,BUY
2021-04-07 13:05:00,2736694.83857696,56594.0,56594.0,56532.0,56532.5,2021-04-07 13:05:00,-1.3300000000017462,SELL
2021-04-07 13:06:00,1896584.54598629,56532.5,56545.5,56532.0,56545.5,2021-04-07 13:06:00,19.139999999999418,BUY
2021-04-07 13:07:00,989366.82246328,56545.5,56565.0,56545.0,56564.5,2021-04-07 13:07:00,27.55999999999767,BUY
2021-04-07 13:08:00,494590.1454609299,56564.5,56569.51,56564.5,56569.01,2021-04-07 13:08:00,4.0200000000040745,BUY
