Open time,Volume,Open,High,Low,Close,minute,midpoint_drift,trade_side
2021-04-07 13:09:00,597142.48054025,56569.01,56577.51,56569.0,56577.0,2021-04-07 13:09:00,18.369999999995343,BUY
2021-04-07 13:10:00,1155805.43620122,56577.0,56578.01,56576.99,56578.0,2021-04-07 13:10:00,-53.86999999999534,BUY
2021-04-07 13:11:00,2252040.3968857,56578.0,56580.0,56545.5,56545.5,2021-04-07 13:11:00,14.369999999995343,SELL
2021-04-07 13:12:00,896963.70196006,56545.5,56550.51,56545.5,56550.01,2021-04-07 13:12:00,45.0199999999968,BUY
2021-04-07 13:13:00,2075738.32712889,56550.01,56604.0,56550.0,56603.5,2021-04-07 13:13:00,64.44499999999971,BUY
2021-04-07 13:14:00,4244306.518884961,56603.5,56627.5,56603.5,56627.5,2021-04-07 13:14:00,-83.83499999999185,BUY
2021-04-07 13:15:00,2236397.55263062,56627.5,56627.5,56583.0,56583.0,2021-04-07 13:15:00,10.610000000000582,SELL
2021-04-07 13:16:00,3726415.51643921,56583.0,56627.5,56583.0,56609.5,2021-04-07 13:16:00,-50.54000000000815,BUY
2021-04-07 13:17:00,3219497.93168269,56609.5,56609.5,56522.0,56522.0,2021-04-07 13:17:00,-10.739999999997963,SELL
2021-04-07 13:18:00,3965153.25635403,56522.0,56545.5,56513.0,56530.0,2021-04-07 13:18:00,-39.33999999999651,BUY
2021-04-07 13:19:00,3184957.23224969,56530.0,56534.5,56514.5,56534.0,2021-04-07 13:19:00,50.0,BUY
2021-04-07 13:20:00,2004923.59715031,56534.0,56577.5,56534.0,56577.0,2021-04-07 13:20:00,-44.275000000001455,BUY
2021-04-07 13:21:00,3944722.53779622,56577.0,56577.0,56516.0,56516.5,2021-04-07 13:21:00,13.514999999999418,SELL
2021-04-07 13:22:00,3187839.20383556,56516.5,56531.0,56516.0,56530.5,2021-04-07 13:22:00,-34.61999999999534,BUY
2021-04-07 13:23:00,1778591.60590151,56530.5,56531.0,56505.0,56505.0,2021-04-07 13:23:00,-0.5300000000061118,SELL
2021-04-07 13:24:00,1794322.61283141,56505.0,56505.5,56471.0,56471.0,2021-04-07 13:24:00,-5.359999999993306,SELL
2021-04-07 13:25:00,1073188.63805503,56471.0,56472.01,56462.0,56471.51,2021-04-07 13:25:00,85.11999999999534,BUY
2021-04-07 13:26:00,4072637.03047087,56471.51,56545.5,56471.5,56545.5,2021-04-07 13:26:00,-62.83999999999651,BUY
2021-04-07 13:27:00,3003003.98682238,56545.5,56545.5,56513.0,56545.5,2021-04-07 13:27:00,117.16999999999825,BUY
2021-04-07 13:28:00,1571162.97280509,56545.5,56600.0,56545.0,56600.0,2021-04-07 13:28:00,3.9099999999962165,BUY
2021-04-07 13:29:00,1076134.86581209,56600.0,56623.5,56599.5,56609.0,2021-04-07 13:29:00,-41.549999999995634,BUY
2021-04-07 13:30:00,1974919.36837441,56609.0,56609.5,56577.0,56577.5,2021-04-07 13:30:00,-35.450000000004366,SELL
2021-04-07 13:31:00,5698596.42188871,56577.5,56577.5,56507.5,56525.0,2021-04-07 13:31:00,30.955000000001746,SELL
2021-04-07 13:32:00,1637364.99289734,56525.0,56577.5,56525.0,56577.5,2021-04-07 13:32:00,27.6449999999968,BUY
2021-04-07 13:33:00,1299946.70960073,56577.5,56615.0,56577.0,56615.0,2021-04-07 13:33:00,41.19000000000233,BUY
2021-04-07 13:34:00,1614454.82017997,56615.0,56630.5,56609.0,56609.0,2021-04-07 13:34:00,-63.37999999999738,SELL
2021-04-07 13:35:00,1945726.1063533,56609.0,56609.0,56577.0,56577.5,2021-04-07 13:35:00,65.71999999999389,SELL
2021-04-07 13:36:00,2828105.24645,56577.5,56641.5,56577.0,56641.5,2021-04-07 13:36:00,97.35000000000582,BUY
2021-04-07 13:37:00,7473632.58920277,56641.5,56713.0,56641.0,56705.5,2021-04-07 13:37:00,-44.54000000000087,BUY
2021-04-07 13:38:00,3020758.63408888,56705.5,56705.5,56680.0,56705.5,2021-04-07 13:38:00,-21.139999999999418,SELL
2021-04-07 13:39:00,2539860.48725285,56705.5,56705.5,56641.0,56641.51,2021-04-07 13:39:00,81.45999999999913,SELL
2021-04-07 13:40:00,2787855.8523042304,56641.51,56736.0,56641.0,56736.0,2021-04-07 13:40:00,-54.270000000004075,BUY
2021-04-07 13:41:00,2239870.85742142,56736.0,56736.0,56705.0,56705.01,2021-04-07 13:41:00,87.97000000000116,SELL
2021-04-07 13:42:00,3628361.78500557,56705.01,56747.0,56705.0,56747.0,2021-04-07 13:42:00,-59.05999999999767,BUY
2021-04-07 13:43:00,6393182.47324711,56747.0,56747.0,56705.0,56738.0,2021-04-07 13:43:00,45.020000000004075,SELL
2021-04-07 13:44:00,1384177.03225487,56738.0,56757.0,56738.0,56757.0,2021-04-07 13:44:00,-1.7000000000043656,BUY
2021-04-07 13:45:00,1693576.33255882,56757.0,56770.0,56756.5,56770.0,2021-04-07 13:45:00,-5.110000000000582,BUY
2021-04-07 13:46:00,4276027.86468334,56770.0,56770.0,56737.5,56737.5,2021-04-07 13:46:00,19.610000000000582,SELL
2021-04-07 13:47:00,4332299.21251522,56737.5,56750.0,56711.0,56750.0,2021-04-07 13:47:00,-2.4499999999970896,BUY
2021-04-07 13:48:00,150002.50506219,56750.0,56750.01,56749.48,56749.48,2021-04-07 13:48:00,-50.349999999998545,SELL
2021-04-07 13:49:00,2154080.31767951,56749.48,56750.0,56705.0,56705.0,2021-04-07 13:49:00,-2.360000000007858,SELL
2021-04-07 13:50:00,983620.07898886,56705.0,56705.5,56705.0,56705.5,2021-04-07 13:50:00,-42.14999999999418,BUY
2021-04-07 13:51:00,1534372.07764687,56705.5,56705.5,56679.5,56680.0,2021-04-07 13:51:00,38.0199999999968,SELL
2021-04-07 13:52:00,1154801.82383444,56680.0,56700.0,56680.0,56700.0,2021-04-07 13:52:00,29.270000000004075,BUY
2021-04-07 13:53:00,1452439.74828601,56700.0,56722.0,56699.5,56722.0,2021-04-07 13:53:00,43.5,BUY
2021-04-07 13:54:00,1019780.3982187,56722.0,56770.0,56722.0,56770.0,2021-04-07 13:54:00,-56.279999999998836,BUY
2021-04-07 13:55:00,4781160.49689205,56770.0,56770.0,56737.5,56737.5,2021-04-07 13:55:00,6.610000000000582,SELL
2021-04-07 13:56:00,810703.45234788,56737.5,56738.0,56737.5,56737.5,2021-04-07 13:56:00,-9.110000000000582,SELL
2021-04-07 13:57:00,1807723.12260072,56737.5,56738.0,56705.0,56705.5,2021-04-07 13:57:00,-47.5,SELL
2021-04-07 13:58:00,3390592.18808607,56705.5,56705.5,56673.0,56673.0,2021-04-07 13:58:00,48.96499999999651,SELL
2021-04-07 13:59:00,2957935.18829319,56673.0,56730.0,56673.0,56706.0,2021-04-07 13:59:00,21.165000000000873,BUY
2021-04-07 14:00:00,1684017.81999164,56706.0,56738.0,56706.0,56737.5,2021-04-07 14:00:00,-47.599999999998545,BUY
2021-04-07 14:01:00,2250863.1510806303,56737.5,56738.0,56699.0,56699.0,2021-04-07 14:01:00,-55.87000000000262,SELL
2021-04-07 14:02:00,4173182.11476534,56699.0,56699.5,56641.0,56641.5,2021-04-07 14:02:00,44.62000000000262,SELL
2021-04-07 14:03:00,1432035.6463196,56641.5,56678.0,56641.0,56677.5,2021-04-07 14:03:00,10.709999999999127,BUY
2021-04-07 14:04:00,890813.21245645,56677.5,56702.51,56677.5,56702.5,2021-04-07 14:04:00,25.094999999993888,BUY
2021-04-07 14:05:00,2938207.01761626,56702.5,56749.5,56702.0,56705.0,2021-04-07 14:05:00,-12.544999999998254,BUY
2021-04-07 14:06:00,775494.41272046,56705.0,56710.0,56705.0,56709.5,2021-04-07 14:06:00,-8.989999999997963,BUY
2021-04-07 14:07:00,2516234.60480383,56709.5,56710.0,56677.5,56705.5,2021-04-07 14:07:00,-33.2300000000032,SELL
2021-04-07 14:08:00,2855299.93108522,56705.5,56705.5,56666.0,56673.5,2021-04-07 14:08:00,-3.289999999993597,SELL
2021-04-07 14:09:00,1639799.83064586,56673.5,56673.5,56641.5,56641.5,2021-04-07 14:09:00,-0.9600000000064028,SELL
2021-04-07 14:10:00,2263998.50713674,56641.5,56641.5,56614.0,56641.5,2021-04-07 14:10:00,-0.3099999999976717,SELL
2021-04-07 14:11:00,3608313.62002734,56641.5,56705.5,56641.0,56650.0,2021-04-07 14:11:00,16.650000000001455,BUY
2021-04-07 14:12:00,1765267.1032756,56650.0,56705.5,56650.0,56705.5,2021-04-07 14:12:00,84.26000000000204,BUY
2021-04-07 14:13:00,1175848.8165407,56705.5,56770.0,56705.5,56770.0,2021-04-07 14:13:00,45.55999999999767,BUY
2021-04-07 14:14:00,4288430.65506472,56770.0,56802.5,56769.5,56769.5,2021-04-07 14:14:00,-19.169999999998254,SELL
2021-04-07 14:15:00,965368.26739155,56769.5,56799.5,56769.5,56799.0,2021-04-07 14:15:00,8.110000000000582,BUY
2021-04-07 14:16:00,2123596.27887722,56799.0,56837.5,56799.0,56834.0,2021-04-07 14:16:00,22.139999999999418,BUY
2021-04-07 14:17:00,2917980.16102701,56834.0,56867.0,56834.0,56834.5,2021-04-07 14:17:00,-20.840000000003783,BUY
2021-04-07 14:18:00,1362298.18869583,56834.5,56834.5,56795.0,56795.0,2021-04-07 14:18:00,38.400000000001455,SELL
2021-04-07 14:19:00,2555698.40182646,56795.0,56834.5,56795.0,56834.5,2021-04-07 14:19:00,-32.50999999999476,BUY
2021-04-07 14:20:00,2094409.88241178,56834.5,56867.0,56802.0,56802.0,2021-04-07 14:20:00,-37.950000000004366,SELL
2021-04-07 14:21:00,2426392.35782414,56802.0,56802.5,56758.0,56758.0,2021-04-07 14:21:00,33.080000000001746,SELL
2021-04-07 14:22:00,861556.71864626,56758.0,56770.0,56758.0,56770.0,2021-04-07 14:22:00,-37.5,BUY
2021-04-07 14:23:00,1047192.29323613,56770.0,56770.0,56737.5,56738.0,2021-04-07 14:23:00,-16.989999999997963,SELL
2021-04-07 14:24:00,324171.41554842005,56738.0,56738.01,56737.49,56737.49,2021-04-07 14:24:00,-42.86000000000786,SELL
2021-04-07 14:25:00,1133574.81550291,56737.49,56738.0,56694.5,56695.0,2021-04-07 14:25:00,41.53000000000611,SELL
2021-04-07 14:26:00,3139622.2868627203,56695.0,56765.0,56694.5,56765.0,2021-04-07 14:26:00,11.059999999997672,BUY
2021-04-07 14:27:00,2297696.27456395,56765.0,56765.0,56705.0,56705.5,2021-04-07 14:27:00,-7.349999999998545,SELL
2021-04-07 14:28:00,1275352.74945935,56705.5,56737.51,56705.5,56737.51,2021-04-07 14:28:00,37.919999999998254,BUY
2021-04-07 14:29:00,1404552.94025072,56737.51,56802.5,56737.0,56802.5,2021-04-07 14:29:00,43.029999999998836,BUY
2021-04-07 14:30:00,944099.32362008,56802.5,56833.0,56802.49,56833.0,2021-04-07 14:30:00,-61.37000000000262,BUY
2021-04-07 14:31:00,4958060.832400041,56833.0,56833.0,56769.5,56818.0,2021-04-07 14:31:00,85.87000000000262,SELL
2021-04-07 14:32:00,3242525.72824639,56818.0,56915.5,56818.0,56899.5,2021-04-07 14:32:00,22.544999999998254,BUY
2021-04-07 14:33:00,2847075.3383709104,56899.5,56899.5,56852.0,56866.5,2021-04-07 14:33:00,-30.094999999993888,SELL
2021-04-07 14:34:00,3635757.55360815,56866.5,56899.5,56836.5,56899.0,2021-04-07 14:34:00,28.039999999993597,BUY
2021-04-07 14:35:00,1469540.5711138502,56899.0,56899.5,56867.5,56868.0,2021-04-07 14:35:00,-49.31999999999243,SELL
2021-04-07 14:36:00,2217265.31984914,56868.0,56868.0,56834.0,56834.5,2021-04-07 14:36:00,0.01999999999679858,SELL
2021-04-07 14:37:00,464231.22793016,56834.5,56834.5,56834.0,56834.5,2021-04-07 14:37:00,0.16999999999825377,BUY
2021-04-07 14:38:00,2315.30949163,56834.5,56834.51,56833.23,56833.58,2021-04-07 14:38:00,-31.909999999996217,SELL
2021-04-07 14:39:00,401187.91966732,56833.58,56834.53,56813.0,56813.52,2021-04-07 14:39:00,72.3599999999933,SELL
2021-04-07 14:40:00,6048889.91922103,56813.52,56931.5,56813.0,56928.0,2021-04-07 14:40:00,-77.5399999999936,BUY
2021-04-07 14:41:00,3334057.94071208,56928.0,56928.0,56792.0,56792.5,2021-04-07 14:41:00,11.439999999995052,SELL
2021-04-07 14:42:00,608684.00046862,56792.5,56797.0,56792.0,56797.0,2021-04-07 14:42:00,-23.179999999993015,BUY
2021-04-07 14:43:00,338730.32868497004,56797.0,56797.0,56796.5,56797.0,2021-04-07 14:43:00,2.3699999999953434,BUY
2021-04-07 14:44:00,77804.31624596001,56797.0,56797.02,56796.48,56797.0,2021-04-07 14:44:00,5.690000000002328,BUY
2021-04-07 14:45:00,1019479.31829945,56797.0,56797.0,56777.0,56777.0,2021-04-07 14:45:00,23.369999999995343,SELL
2021-04-07 14:46:00,1077365.07366142,56777.0,56800.0,56777.0,56800.0,2021-04-07 14:46:00,-26.389999999999418,BUY
2021-04-07 14:47:00,1087699.1156264,56800.0,56800.0,56769.49,56769.5,2021-04-07 14:47:00,-58.970000000001164,SELL
2021-04-07 14:48:00,1276421.55270138,56769.5,56770.0,56740.0,56740.0,2021-04-07 14:48:00,-49.08499999999185,SELL
2021-04-07 14:49:00,676371.5288162,56740.0,56740.49,56703.49,56704.0,2021-04-07 14:49:00,-19.835000000006403,SELL
2021-04-07 14:50:00,1383875.06454526,56704.0,56704.0,56666.0,56673.5,2021-04-07 14:50:00,70.49000000000524,SELL
2021-04-07 14:51:00,3363100.8105788603,56673.5,56734.0,56673.0,56733.5,2021-04-07 14:51:00,9.689999999995052,BUY
2021-04-07 14:52:00,72895.19102669999,56733.5,56738.03,56733.5,56738.02,2021-04-07 14:52:00,38.66000000000349,BUY
2021-04-07 14:53:00,943744.85761501,56738.02,56770.0,56737.49,56769.99,2021-04-07 14:53:00,-126.52000000000407,BUY
2021-04-07 14:54:00,4473619.98535741,56769.99,56770.0,56673.0,56673.0,2021-04-07 14:54:00,-20.19999999999709,SELL
2021-04-07 14:55:00,1362950.55922882,56673.0,56673.5,56641.0,56641.5,2021-04-07 14:55:00,101.0199999999968,SELL
2021-04-07 14:56:00,3076968.5147188497,56641.5,56705.5,56641.0,56705.5,2021-04-07 14:56:00,-22.760000000002037,BUY
2021-04-07 14:57:00,265394.04430873005,56705.5,56710.01,56704.99,56709.99,2021-04-07 14:57:00,10.060000000004948,BUY
2021-04-07 14:58:00,3228322.3795072804,56709.99,56754.5,56705.0,56705.5,2021-04-07 14:58:00,-93.63999999999942,SELL
2021-04-07 14:59:00,1240227.81477134,56705.5,56705.5,56641.0,56641.5,2021-04-07 14:59:00,45.31999999999971,SELL
2021-04-07 15:00:00,2713631.88804043,56641.5,56673.5,56641.0,56673.5,2021-04-07 15:00:00,90.20999999999913,BUY
2021-04-07 15:01:00,1100678.26848084,56673.5,56756.5,56673.0,56756.5,2021-04-07 15:01:00,19.139999999999418,BUY
2021-04-07 15:02:00,491310.5162326899,56756.5,56770.0,56756.0,56770.0,2021-04-07 15:02:00,-5.790000000000873,BUY
